market,business_unit,country,region,employee_id,date,Indicator,Indicator_value,currency,project
APAC,Marketing,China,East Asia,EMP00043,2024-10-22,Wages Cost,"8,362.29",CNY,Project Falcon
APAC,HR,Australia,Oceania,EMP00082,2024-10-22,Wages Cost,"7,229.17",AUD,Project Nimbus
APAC,E-commerce,Japan,East Asia,EMP00020,2024-10-22,Wages Cost,"1,833,544.93",JPY,Project Horizon
AMER,Finance,Brazil,South America,EMP00139,2024-10-22,Wages Cost,"5,063.22",BRL,Project Titan
EMEA,Retail,United Kingdom,Northern Europe,EMP00330,2024-10-23,Revenue,"2,930.81",GBP,Project Nimbus
AMER,Wholesale,United States,North America,EMP00281,2024-10-23,Revenue,"6,672.20",USD,Project Falcon
EMEA,IT Services,France,Western Europe,EMP00245,2024-10-23,Wages Cost,"6,367.38",EUR,Project Falcon
EMEA,Retail,Netherlands,Western Europe,,2024-10-23,Other Costs,"1,437.52",EUR,Project Nimbus
APAC,Retail,China,East Asia,,2024-10-23,Other Costs,"2,558.39",CNY,Project Atlas
AMER,Retail,Brazil,South America,EMP00129,2024-10-23,Wages Cost,"10,668.33",BRL,Project Atlas
EMEA,Marketing,Germany,Western Europe,EMP00267,2024-10-23,Wages Cost,"1,592.02",EUR,Project Atlas
EMEA,Marketing,United Kingdom,Northern Europe,EMP00148,2024-10-23,Revenue,"7,536.31",GBP,Project Nova
APAC,Logistics,India,South Asia,EMP00275,2024-10-23,Wages Cost,"55,383.19",INR,Project Atlas
APAC,Marketing,Australia,Oceania,EMP00063,2024-10-23,Wages Cost,"5,393.00",AUD,Project Falcon
AMER,Finance,Brazil,South America,EMP00217,2024-10-23,Wages Cost,"11,202.83",BRL,Project Falcon
APAC,Retail,China,East Asia,EMP00231,2024-10-23,Revenue,"47,601.53",CNY,Project Atlas
AMER,E-commerce,United States,North America,EMP00251,2024-10-23,Wages Cost,"21,389.65",USD,Project Falcon
AMER,E-commerce,United States,North America,EMP00124,2024-10-23,Revenue,"14,078.49",USD,Project Atlas
APAC,Marketing,China,East Asia,EMP00286,2024-10-23,Wages Cost,"19,461.80",CNY,Project Nimbus
EMEA,Marketing,Germany,Western Europe,EMP00267,2024-10-23,Revenue,"5,325.33",EUR,Project Atlas
AMER,Logistics,Canada,North America,,2024-10-23,Other Costs,"2,661.03",CAD,Project Aurora
EMEA,E-commerce,Spain,Southern Europe,EMP00142,2024-10-23,Revenue,"17,642.48",EUR,Project Falcon
AMER,Marketing,Mexico,North America,,2024-10-23,Other Costs,"5,978.68",MXN,Project Zenith
EMEA,Finance,Spain,Southern Europe,EMP00017,2024-10-23,Wages Cost,"3,811.39",EUR,Project Atlas
AMER,Wholesale,Argentina,South America,EMP00199,2024-10-23,Wages Cost,"1,170,916.05",ARS,Project Titan
EMEA,Retail,Italy,Southern Europe,EMP00059,2024-10-23,Revenue,"-1,030.51",EUR,Project Titan
EMEA,Marketing,Germany,Western Europe,,2024-10-23,Other Costs,527.45,EUR,Project Atlas
EMEA,Finance,France,Western Europe,EMP00339,2024-10-23,Wages Cost,"7,662.35",EUR,Project Nova
AMER,Logistics,United States,North America,,2024-10-23,Other Costs,"7,227.74",USD,Project Nova
AMER,Finance,Brazil,South America,EMP00168,2024-10-24,Wages Cost,"8,224.83",BRL,Project Atlas
AMER,E-commerce,Canada,North America,,2024-10-24,Other Costs,"6,162.15",CAD,Project Aurora
AMER,HR,Canada,North America,EMP00316,2024-10-24,Wages Cost,"6,202.33",CAD,Project Titan
AMER,Marketing,Mexico,North America,EMP00215,2024-10-24,Wages Cost,"22,167.62",MXN,Project Zenith
EMEA,Wholesale,Spain,Southern Europe,,2024-10-24,Other Costs,707.06,EUR,Project Falcon
EMEA,IT Services,Germany,Western Europe,,2024-10-24,Other Costs,"4,238.36",EUR,Project Nova
EMEA,Retail,Netherlands,Western Europe,EMP00012,2024-10-24,Revenue,"6,043.19",EUR,Project Nimbus
AMER,Retail,Mexico,North America,EMP00102,2024-10-24,Revenue,"105,777.35",MXN,Project Vega
EMEA,Marketing,Portugal,Southern Europe,,2024-10-24,Other Costs,711.81,EUR,Project Vega
APAC,E-commerce,China,East Asia,EMP00190,2024-10-24,Wages Cost,"11,051.79",CNY,Project Horizon
APAC,Finance,India,South Asia,,2024-10-24,Other Costs,"18,508.21",INR,Project Nova
APAC,Retail,China,East Asia,EMP00231,2024-10-24,Wages Cost,"9,127.47",CNY,Project Atlas
EMEA,Wholesale,Portugal,Southern Europe,EMP00194,2024-10-24,Revenue,"5,085.13",EUR,Project Vega
AMER,Retail,Argentina,South America,EMP00005,2024-10-24,Revenue,"8,522,370.02",ARS,Project Zenith
EMEA,IT Services,Spain,Southern Europe,EMP00312,2024-10-24,Wages Cost,"3,549.76",EUR,Project Atlas
AMER,Finance,Canada,North America,,2024-10-24,Other Costs,"4,128.26",CAD,Project Orion
EMEA,Wholesale,Spain,Southern Europe,EMP00104,2024-10-24,Wages Cost,"2,600.01",EUR,Project Falcon
APAC,E-commerce,India,South Asia,,2024-10-24,Other Costs,"27,576.09",INR,Project Horizon
APAC,Marketing,Australia,Oceania,EMP00063,2024-10-24,Revenue,"18,433.69",AUD,Project Falcon
AMER,Marketing,Mexico,North America,EMP00131,2024-10-24,Wages Cost,"20,336.89",MXN,Project Orion
EMEA,Wholesale,Italy,Southern Europe,,2024-10-24,Other Costs,"1,606.55",EUR,Project Zenith
EMEA,IT Services,France,Western Europe,EMP00146,2024-10-25,Revenue,"30,298.02",EUR,Project Aurora
EMEA,Retail,France,Western Europe,EMP00201,2024-10-25,Wages Cost,"3,784.61",EUR,Project Falcon
APAC,Marketing,Japan,East Asia,EMP00282,2024-10-25,Wages Cost,"695,737.06",JPY,Project Aurora
EMEA,Wholesale,Portugal,Southern Europe,EMP00194,2024-10-25,Wages Cost,"2,389.08",EUR,Project Vega
APAC,Retail,Japan,East Asia,EMP00233,2024-10-25,Revenue,"924,667.81",JPY,Project Orion
APAC,Logistics,India,South Asia,EMP00264,2024-10-25,Revenue,"444,861.33",INR,Project Orion
AMER,Retail,United States,North America,EMP00022,2024-10-25,Wages Cost,"5,691.59",USD,Project Orion
APAC,E-commerce,China,East Asia,,2024-10-25,Other Costs,"4,002.20",CNY,Project Horizon
APAC,Retail,India,South Asia,EMP00133,2024-10-25,Wages Cost,"111,026.81",INR,Project Zenith
AMER,Finance,Canada,North America,EMP00280,2024-10-25,Wages Cost,"13,819.02",CAD,Project Orion
AMER,E-commerce,Brazil,South America,EMP00052,2024-10-25,Wages Cost,"9,310.75",BRL,Project Falcon
APAC,IT Services,India,South Asia,,2024-10-25,Other Costs,"32,675.65",inr,Project Falcon
APAC,Wholesale,China,East Asia,,2024-10-25,Other Costs,"18,371.59",CNY,Project Atlas
EMEA,IT Services,Netherlands,Western Europe,EMP00223,2024-10-25,Wages Cost,"11,729.89",EUR,Project Titan
AMER,Marketing,Canada,North America,EMP00044,2024-10-25,Wages Cost,"26,243.64",CAD,Project Orion
AMER,Retail,Brazil,South America,,2024-10-25,Other Costs,"4,601.73",BRL,Project Orion
AMER,HR,Canada,North America,,2024-10-25,Other Costs,"3,600.75",CAD,Project Zenith
AMER,IT Services,Canada,North America,EMP00049,2024-10-25,Revenue,"37,564.91",CAD,Project Vega
EMEA,HR,France,Western Europe,EMP00007,2024-10-25,Wages Cost,"2,911.61",EUR,Project Vega
EMEA,Finance,Netherlands,Western Europe,EMP00041,2024-10-25,Wages Cost,"2,013.51",EUR,Project Vega
EMEA,Retail,Spain,Southern Europe,,2024-10-25,Other Costs,"2,887.63",EUR,Project Nimbus
APAC,Logistics,China,East Asia,,2024-10-25,Other Costs,"2,468.56",CNY,Project Titan
EMEA,E-commerce,United Kingdom,Northern Europe,,2024-10-25,Other Costs,471.83,GBP,Project Aurora
AMER,Wholesale,Canada,North America,EMP00171,2024-10-25,Wages Cost,"6,948.37",CAD,Project Zenith
EMEA,Marketing,Germany,Western Europe,EMP00011,2024-10-25,Revenue,"11,865.38",EUR,Project Falcon
AMER,IT Services,United States,North America,EMP00244,2024-10-25,Wages Cost,"7.775,47",USD,Project Nimbus
APAC,Wholesale,India,South Asia,EMP00242,2024-10-25,Wages Cost,"59,700.23",INR,Project Nova
APAC,Wholesale,India,South Asia,EMP00242,2024-10-25,Revenue,"516,815.44",INR,Project Nova
APAC,Finance,Singapore,Southeast Asia,EMP00318,2024-10-26,Wages Cost,"3,798.36",SGD,Project Nimbus
EMEA,E-commerce,Netherlands,Western Europe,,2024-10-26,Other Costs,"1,478.62",EUR,Project Orion
EMEA,HR,Germany,Western Europe,,2024-10-26,Other Costs,"3,784.74",EUR,Project Atlas
AMER,Logistics,Mexico,North America,,2024-10-26,Other Costs,"9,236.40",MXN,Project Orion
APAC,Retail,Australia,Oceania,EMP00137,2024-10-26,Revenue,"10,097.88",AUD,Project Atlas
AMER,E-commerce,Mexico,North America,,2024-10-26,Other Costs,"6,267.65",MXN,Project Nova
AMER,Retail,United States,North America,EMP00336,2024-10-26,Revenue,"6,124.02",USD,Project Titan
APAC,Logistics,India,South Asia,EMP00191,2024-10-26,Revenue,"573,582.92",INR,Project Orion
EMEA,Logistics,United Kingdom,Northern Europe,EMP00212,2024-10-26,Wages Cost,"2,756.64",GBP,Project Vega
EMEA,Marketing,Portugal,Southern Europe,EMP00180,2024-10-26,Revenue,"10,660.18",EUR,Project Orion
EMEA,Logistics,Germany,Western Europe,,2024-10-26,Other Costs,"1,291.97",EUR,Project Aurora
APAC,E-commerce,Australia,Oceania,EMP00013,2024-10-26,Wages Cost,"3,967.08",AUD,Project Atlas
AMER,Retail,United States,North America,EMP00288,2024-10-26,Revenue,"6,299.57",USD,Project Zenith
AMER,Wholesale,Mexico,North America,EMP00083,2024-10-26,Wages Cost,"17,200.08",MXN,Project Nimbus
AMER,Wholesale,Canada,North America,EMP00291,2024-10-26,Wages Cost,"6,144.18",CAD,Project Horizon
APAC,Marketing,Japan,East Asia,,2024-10-26,Other Costs,"205,270.98",JPY,Project Aurora
APAC,Logistics,India,South Asia,,2024-10-26,Other Costs,"42,347.23",INR,Project Atlas
EMEA,Retail,France,Western Europe,,2024-10-26,Other Costs,986.11,EUR,Project Titan
EMEA,Finance,Germany,Western Europe,EMP00100,2024-10-26,Wages Cost,"2,612.76",EUR,Project Titan
EMEA,Wholesale,United Kingdom,Northern Europe,EMP00027,2024-10-27,Wages Cost,"5,681.96",GBP,Project Titan
EMEA,Logistics,Netherlands,Western Europe,EMP00326,2024-10-27,Revenue,"7,682.39",EUR,Project Falcon
EMEA,Finance,Italy,Southern Europe,,2024-10-27,Other Costs,"1,059.44",EUR,Project Falcon
EMEA,IT Services,Spain,Southern Europe,EMP00312,2024-10-27,Revenue,"27,479.81",EUR,Project Atlas
AMER,Marketing,Argentina,South America,EMP00185,2024-10-27,Revenue,"7,539,622.71",ARS,Project Horizon
AMER,IT Services,Mexico,North America,,2024-10-27,Other Costs,"14,414.91",MXN,Project Horizon
APAC,Finance,Singapore,Southeast Asia,,2024-10-27,Other Costs,"1,503.75",SGD,Project Falcon
AMER,Retail,United States,North America,,2024-10-27,Other Costs,"2,385.89",USD,Project Orion
AMER,IT Services,Brazil,South America,,2024-10-27,Other Costs,"1,576.08",BRL,Project Zenith
AMER,Retail,Argentina,South America,EMP00235,2024-10-27,Wages Cost,"1,593,238.96",ARS,Project Falcon
AMER,E-commerce,United States,North America,,2024-10-27,Other Costs,"4,785.48",USD,Project Horizon
EMEA,IT Services,Spain,Southern Europe,,2024-10-27,Other Costs,870.69,EUR,Project Atlas
EMEA,IT Services,Netherlands,Western Europe,,2024-10-27,Other Costs,684.15,EUR,Project Nova
AMER,IT Services,United States,North America,,2024-10-27,Other Costs,"2,526.55",USD,Project Titan
AMER,Wholesale,United States,North America,EMP00266,2024-10-27,Revenue,"4,475.53",USD,Project Orion
EMEA,Retail,Italy,Southern Europe,EMP00059,2024-10-27,Wages Cost,"8,628.81",EUR,Project Titan
EMEA,Marketing,Netherlands,Western Europe,,2024-10-27,Other Costs,"1,742.16",EUR,Project Falcon
AMER,E-commerce,Argentina,South America,EMP00140,2024-10-27,Revenue,"13,828,592.52",ARS,Project Aurora
AMER,E-commerce,United States,North America,EMP00251,2024-10-27,Revenue,"15,201.72",USD,Project Falcon
APAC,Logistics,Japan,East Asia,EMP00263,2024-10-27,Revenue,"811,627.21",JPY,Project Zenith
EMEA,Wholesale,Germany,Western Europe,EMP00184,2024-10-27,Wages Cost,"3,163.53",EUR,Project Falcon
AMER,HR,Mexico,North America,,2024-10-27,Other Costs,"5,162.29",MXN,Project Orion
AMER,Retail,Mexico,North America,EMP00324,2024-10-27,Wages Cost,"26,210.28",MXN,Project Falcon
APAC,Retail,India,South Asia,,2024-10-27,Other Costs,"33,873.16",INR,Project Aurora
APAC,Retail,Australia,Oceania,EMP00091,2024-10-27,Revenue,"10,366.59",AUD,Project Nova
AMER,Retail,Canada,North America,EMP00143,2024-10-27,Wages Cost,"6,261.34",CAD,Project Orion
AMER,Logistics,United States,North America,EMP00255,2024-10-27,Wages Cost,"4,195.74",USD,Project Nova
APAC,Logistics,Australia,Oceania,EMP00030,2024-10-27,Wages Cost,"13,473.68",AUD,Project Aurora
APAC,Retail,India,South Asia,EMP00226,2024-10-27,Revenue,"275,684.31",INR,Project Vega
AMER,E-commerce,Argentina,South America,EMP00025,2024-10-27,Revenue,"12,763,766.79",ARS,Project Titan
EMEA,Marketing,Italy,Southern Europe,EMP00300,2024-10-27,Wages Cost,"3,760.22",EUR,Project Nimbus
APAC,Finance,Singapore,Southeast Asia,EMP00149,2024-10-27,Wages Cost,"7,417.89",SGD,Project Falcon
EMEA,Retail,Spain,Southern Europe,EMP00130,2024-10-27,Wages Cost,"2,747.85",EUR,Project Nova
AMER,Wholesale,United States,North America,,2024-10-27,Other Costs,"3,090.61",USD,Project Orion
AMER,Retail,Canada,North America,EMP00314,2024-10-27,Wages Cost,"10,268.46",CAD,Project Atlas
AMER,HR,Brazil,South America,,2024-10-27,Other Costs,"5,349.98",BRL,Project Nova
APAC,Logistics,Singapore,Southeast Asia,,2024-10-27,Other Costs,"6,957.90",SGD,Project Vega
AMER,Retail,Mexico,North America,EMP00102,2024-10-27,Wages Cost,"31,573.35",MXN,Project Vega
EMEA,Marketing,Portugal,Southern Europe,,2024-10-28,Other Costs,983.97,EUR,Project Orion
EMEA,E-commerce,Spain,Southern Europe,EMP00058,2024-10-28,Wages Cost,"5,913.15",EUR,Project Zenith
AMER,Retail,Brazil,South America,,2024-10-28,Other Costs,"4,092.94",BRL,Project Atlas
EMEA,Finance,Germany,Western Europe,,2024-10-28,Other Costs,"4,767.78",EUR,Project Falcon
AMER,E-commerce,Canada,North America,EMP00061,2024-10-28,Revenue,"19,475.58",CAD,Project Horizon
AMER,Wholesale,Brazil,South America,EMP00247,2024-10-28,Wages Cost,"8,031.17",BRL,Project Titan
EMEA,Marketing,United Kingdom,Northern Europe,,2024-10-28,Other Costs,912.03,GBP,Project Nova
AMER,Retail,United States,North America,,2024-10-28,Other Costs,"4,032.39",USD,Project Titan
AMER,Finance,Brazil,South America,,2024-10-28,Other Costs,"8,927.30",BRL,Project Nimbus
AMER,IT Services,Argentina,South America,,2024-10-28,Other Costs,"546,760.83",ARS,Project Vega
AMER,Retail,Mexico,North America,EMP00324,2024-10-28,Revenue,"113,011.79",MXN,Project Falcon
APAC,Retail,Australia,Oceania,EMP00037,2024-10-28,Revenue,"8,609.97",AUD,Project Orion
EMEA,Wholesale,France,Western Europe,EMP00250,2024-10-28,Wages Cost,"12,699.84",EUR,Project Zenith
AMER,Retail,United States,North America,,2024-10-28,Other Costs,"3,545.22",USD,Project Aurora
APAC,Logistics,Australia,Oceania,EMP00030,2024-10-28,Revenue,"14,589.58",AUD,Project Aurora
EMEA,Wholesale,France,Western Europe,,2024-10-28,Other Costs,"1,882.02",EUR,Project Vega
EMEA,IT Services,Portugal,Southern Europe,EMP00294,2024-10-28,Revenue,"23,523.41",EUR,Project Nova
AMER,Marketing,Brazil,South America,EMP00076,2024-10-28,Wages Cost,"5,071.28",BRL,Project Titan
EMEA,IT Services,Portugal,Southern Europe,,2024-10-28,Other Costs,"2,746.65",EUR,Project Nova
APAC,Retail,Japan,East Asia,EMP00233,2024-10-28,Wages Cost,"454,740.07",JPY,Project Orion
AMER,HR,Mexico,North America,EMP00289,2024-10-28,Wages Cost,"27,837.59",MXN,Project Nova
APAC,Logistics,Australia,Oceania,EMP00321,2024-10-28,Revenue,"5,583.14",AUD,Project Zenith
AMER,Wholesale,United States,North America,,2024-10-28,Other Costs,"2,211.87",USD,Project Horizon
EMEA,Retail,Spain,Southern Europe,EMP00029,2024-10-28,Wages Cost,"7,948.60",EUR,Project Nimbus
AMER,Logistics,United States,North America,EMP00320,2024-10-28,Revenue,"6,045.69",USD,Project Aurora
EMEA,Finance,Spain,Southern Europe,,2024-11-01,Budget,"4,751.65",EUR, Project Atlas
APAC,HR,Australia,Oceania,,2024-11-01,Budget,"11,035.11",AUD,Project Nimbus
AMER,IT Services,United States,North America,,2024-11-01,Budget,"11,491.55",USD,Project Nimbus
APAC,Logistics,China,East Asia,EMP00117,2024-11-01,Wages Cost,"9,284.30",CNY,Project Horizon
APAC,Logistics,China,East Asia,,2024-11-01,Budget,"10,724.53",CNY,Project Horizon
AMER,Retail,United States,North America,EMP00022,2024-11-01,Revenue,"6,811.21",USD,Project Orion
AMER,E-commerce,United States,North America,,2024-11-01,Budget,"27,555.04",USD,Project Falcon
EMEA,HR,United Kingdom,Northern Europe,EMP00034,2024-11-01,Wages Cost,"11,331.65",GBP,Project Atlas
AMER,Finance,Brazil,South America,,2024-11-01,Budget,"12,128.28",BRL,Project Atlas
AMER,HR,United States,North America,EMP00136,2024-11-01,Wages Cost,"7,408.44",USD,Project Orion
APAC,Logistics,India,South Asia,EMP00191,2024-11-01,Revenue,"584,781.67",INR,Project Orion
APAC,HR,India,South Asia,,2024-11-01,Budget,"124,634.53",INR,Project Nimbus
EMEA,Finance,Germany,Western Europe,,2024-11-01,Budget,"4,841.76",EUR,Project Titan
APAC,Logistics,Australia,Oceania,EMP00018,2024-11-01,Revenue,"12,771.44",AUD,Project Horizon
AMER,Logistics,Brazil,South America,EMP00269,2024-11-01,Revenue,"52,355.13",BRL,Project Nimbus
APAC,Logistics,Australia,Oceania,,2024-11-01,Other Costs,"3,269.77",AUD,Project Zenith
APAC,Wholesale,China,East Asia,,2024-11-01,Other Costs,"4,653.62",CNY,Project Vega
AMER,IT Services,Argentina,South America,EMP00098,2024-11-01,Wages Cost,"842,740.08",ARS,Project Atlas
AMER,Marketing,Brazil,South America,,2024-11-01,Budget,"7,491.19",BRL,Project Titan
EMEA,Logistics,Germany,Western Europe,,2024-11-01,Budget,"6,802.80",EUR,Project Aurora
EMEA,Finance,France,Western Europe,EMP00256,2024-11-01,Wages Cost,"4,401.04",EUR,Project Atlas
AMER,E-commerce,Brazil,South America,EMP00116,2024-11-01,Wages Cost,"24,896.06",BRL,Project Zenith
APAC,Finance,Singapore,Southeast Asia,,2024-11-01,Budget,"1,003.58",SGD,Project Atlas
AMER,IT Services,Mexico,North America,EMP00021,2024-11-01,Wages Cost,"54,893.43",MXN,Project Horizon
AMER,Finance,Brazil,South America,EMP00217,2024-11-01,Wages Cost,"13,173.17",BRL,Project Falcon
APAC,Marketing,Australia,Oceania,,2024-11-01,Budget,"6,058.19",AUD,Project Falcon
AMER,Wholesale,United States,North America,,2024-11-01,Other Costs,"1,734.49",USD,Project Falcon
EMEA,Marketing,Portugal,Southern Europe,EMP00180,2024-11-01,Revenue,"11,492.79",EUR,Project Orion
APAC,Logistics,China,East Asia,,2024-11-01,Budget,"8,921.78",CNY,Project Zenith
APAC,E-commerce,Australia,Oceania,,2024-11-01,Budget,"4,594.27",AUD,Project Atlas
EMEA,Marketing,Netherlands,Western Europe,EMP00332,2024-11-01,Revenue,"10,577.23",EUR,Project Falcon
EMEA,IT Services,France,Western Europe,EMP00245,2024-11-01,Revenue,"22,637.36",EUR,Project Falcon
AMER,Retail,United States,North America,,2024-11-01,Other Costs,"3,072.34",USD,Project Titan
AMER,Retail,United States,North America,EMP00336,2024-11-01,Revenue,"3,810.19",USD,Project Titan
AMER,IT Services,Argentina,South America,,2024-11-01,Budget,"2,114,820.52",ARS,Project Vega
APAC,Retail,China,East Asia,EMP00254,2024-11-01,Wages Cost,"32,574.88",CNY,Project Orion
AMER,Retail,Mexico,North America,EMP00102,2024-11-01,Wages Cost,"32,399.90",MXN,Project Vega
APAC,Wholesale,China,East Asia,EMP00150,2024-11-01,Wages Cost,"55,322.47",CNY,Project Atlas
EMEA,Marketing,Netherlands,Western Europe,,2024-11-01,Other Costs,"2,712.98",EUR,Project Aurora
APAC,Retail,Australia,Oceania,,2024-11-01,Budget,"4,037.55",AUD,Project Titan
AMER,Finance,United States,North America,,2024-11-01,Other Costs,"1,227.91",USD,Project Vega
AMER,Wholesale,Mexico,North America,,2024-11-01,Budget,"14,897.92",MXN,Project Nova
AMER,E-commerce,United States,North America,EMP00124,2024-11-01,Wages Cost,"5,442.32",USD,Project Atlas
AMER,E-commerce,United States,North America,,2024-11-01,Budget,"8,729.81",USD,Project Horizon
AMER,HR,Mexico,North America,,2024-11-01,Budget,"59,448.24",MXN,Project Nova
EMEA,Logistics,Portugal,Southern Europe,,2024-11-01,Budget,"1,635.50",EUR,Project Nova
EMEA,E-commerce,Spain,Southern Europe,,2024-11-01,Budget,"7,343.63",EUR,Project Zenith
AMER,Marketing,Brazil,South America,EMP00031,2024-11-01,Wages Cost,"23,859.95",BRL,Project Nimbus
AMER,Wholesale,Canada,North America,,2024-11-01,Budget,"6,483.09",CAD,Project Zenith
AMER,Logistics,United States,North America,,2024-11-01,Budget,"26,788.95",USD,Project Nova
AMER,Retail,Canada,North America,,2024-11-01,Budget,"3,048.74",CAD,Project Zenith
AMER,IT Services,United States,North America,,2024-11-01,Budget,"5,043.03",USD,Project Titan
AMER,HR,Canada,North America,EMP00271,2024-11-01,Wages Cost,"9,360.39",CAD,Project Aurora
APAC,Finance,Singapore,Southeast Asia,,2024-11-02,Budget,"4,586.54",SGD,Project Nimbus
APAC,HR,India,South Asia,,2024-11-02,Budget,"111,605.04",INR,Project Atlas
EMEA,HR,Germany,Western Europe,,2024-11-02,Budget,"14,586.11",EUR,Project Atlas
APAC,IT Services,India,South Asia,EMP00273,2024-11-02,Revenue,"2,407,680.47",INR,Project Falcon
AMER,HR,Brazil,South America,EMP00302,2024-11-02,Wages Cost,"8,566.34",BRL,Project Zenith
EMEA,Logistics,Germany,Western Europe,,2024-11-02,Budget,"9,408.59",EUR,Project Nimbus
AMER,HR,Mexico,North America,EMP00305,2024-11-02,Wages Cost,"22,086.11",MXN,Project Nova
AMER,E-commerce,Brazil,South America,,2024-11-02,Budget,"23,014.90",BRL,Project Zenith
AMER,IT Services,Mexico,North America,EMP00210,2024-11-02,Revenue,"449,468.88",MXN,Project Nova
APAC,E-commerce,India,South Asia,EMP00179,2024-11-02,Revenue,"588,299.63",INR,Project Nimbus
AMER,Finance,Mexico,North America,EMP00039,2024-11-02,Wages Cost,"36,666.59",MXN,Project Atlas
AMER,HR,Canada,North America,,2024-11-02,Budget,"12,926.07",CAD,Project Aurora
AMER,Wholesale,Argentina,South America,EMP00199,2024-11-02,Wages Cost,"1,195,129.30",ARS,Project Titan
EMEA,Marketing,United Kingdom,Northern Europe,,2024-11-02,Budget,"11,206.91",GBP,Project Orion
APAC,IT Services,India,South Asia,,2024-11-02,Budget,"28,116.21",INR,Project Aurora
AMER,HR,Brazil,South America,,2024-11-02,Budget,"25,898.25",BRL,Project Atlas
APAC,Retail,India,South Asia,,2024-11-02,Other Costs,"28,364.03",INR,Project Aurora
APAC,Logistics,India,South Asia,EMP00264,2024-11-02,Revenue,"322,589.34",INR,Project Orion
AMER,Logistics,Mexico,North America,,2024-11-02,Budget,"38,929.07",MXN,Project Zenith
EMEA,HR,France,Western Europe,EMP00173,2024-11-02,Wages Cost,"6,637.59",EUR,Project Aurora
AMER,Logistics,Canada,North America,,2024-11-02,Budget,"8,697.25",CAD,Project Aurora
APAC,E-commerce,India,South Asia,,2024-11-02,Budget,"85,295.47",INR,Project Nimbus
EMEA,Wholesale,Germany,Western Europe,,2024-11-02,Budget,"3,246.53",EUR,Project Falcon
AMER,Marketing,Mexico,North America,,2024-11-02,Budget,"19,687.53",MXN,Project Atlas
EMEA,Retail,Spain,Southern Europe,,2024-11-02,Other Costs,852.48,EUR,Project Nova
APAC,Marketing,India,South Asia,,2024-11-02,Budget,"95,982.82",INR,Project Orion
EMEA,E-commerce,Spain,Southern Europe,EMP00087,2024-11-02,Wages Cost,"3,630.53",EUR,Project Atlas
APAC,HR,Australia,Oceania,,2024-11-02,Budget,"24,929.08",AUD,Project Falcon
AMER,HR,Canada,North America,,2024-11-02,Budget,"17,296.82",CAD,Project Zenith
EMEA,IT Services,Germany,Western Europe,,2024-11-02,Budget,"23,845.76",EUR,Project Nova
AMER,E-commerce,United States,North America,,2024-11-02,Budget,742.29,USD,Project Nimbus
AMER,Wholesale,Canada,North America,,2024-11-02,Budget,"7,407.40",CAD,Project Horizon
APAC,Retail,Singapore,Southeast Asia,EMP00026,2024-11-02,Revenue,"9,265.26",SGD,Project Nimbus
EMEA,Wholesale,Spain,Southern Europe,,2024-11-02,Budget,"2,238.98",EUR,Project Falcon
AMER,Wholesale,Argentina,South America,,2024-11-02,Budget,"1,839,544.47",ARS,Project Orion
EMEA,HR,Netherlands,Western Europe,,2024-11-02,Other Costs,"6,388.99",EUR,Project Aurora
AMER,Logistics,Canada,North America,EMP00056,2024-11-02,Wages Cost,"7,211.85",CAD,Project Aurora
EMEA,E-commerce,Portugal,Southern Europe,,2024-11-02,Budget,"2,862.29",EUR,Project Aurora
APAC,HR,China,East Asia,,2024-11-02,Budget,"47,361.18",CNY,Project Atlas
EMEA,IT Services,Italy,Southern Europe,EMP00284,2024-11-02,Wages Cost,"4,081.04",EUR,Project Falcon
EMEA,Retail,France,Western Europe,,2024-11-02,Budget,"2,766.97",EUR,Project Horizon
APAC,Logistics,Japan,East Asia,,2024-11-02,Budget,"433,299.17",JPY,Project Zenith
AMER,IT Services,Mexico,North America,EMP00160,2024-11-02,Wages Cost,"22,174.10",MXN,Project Atlas
EMEA,Retail,United Kingdom,Northern Europe,EMP00330,2024-11-02,Revenue,"2,574.82",GBP,Project Nimbus
APAC,Retail,Australia,Oceania,,2024-11-02,Budget,"16,023.02",AUD,Project Horizon
EMEA,Retail,Spain,Southern Europe,,2024-11-03,Budget,"8,269.57",EUR,Project Nimbus
AMER,Finance,Brazil,South America,,2024-11-03,Budget,"34,449.78",BRL,Project Vega
EMEA,Marketing,France,Western Europe,EMP00096,2024-11-03,Wages Cost,"5,325.75",EUR,Project Zenith
APAC,Finance,Japan,East Asia,,2024-11-03,Budget,"645,539.62",JPY,Project Nimbus
AMER,Finance,Brazil,South America,EMP00139,2024-11-03,Wages Cost,"5,830.36",BRL,Project Titan
APAC,Marketing,China,East Asia,,2024-11-03,Budget,"10,881.87",CNY,Project Falcon
EMEA,Finance,Italy,Southern Europe,,2024-11-03,Budget,"3,589.34",EUR,Project Falcon
EMEA,Marketing,France,Western Europe,,2024-11-03,Budget,"6,450.51",EUR,Project Zenith
EMEA,Wholesale,United Kingdom,Northern Europe,,2024-11-03,Other Costs,841.39,GBP,Project Nimbus
EMEA,Marketing,Netherlands,Western Europe,EMP00332,2024-11-03,Wages Cost,"5,731.75",EUR,Project Falcon
APAC,Wholesale,India,South Asia,,2024-11-03,Budget,"63,575.33",INR,Project Nova
APAC,HR,India,South Asia,,2024-11-03,Other Costs,"7,610.55",INR,Project Nova
