employee_id,Grade,contract_type,date,project,hour_type,hours
EMP00255,Analyst,Freelancer,2024-11-01,Project Nova,Billable,56.9
EMP00263,Analyst,Part-time,2024-11-01,Project Zenith,Non-Billable,57.5
EMP00153,Analyst,Part-time,2024-11-01,Project Zenith,Non-Billable,78.1
EMP00094,Senior Analyst,Contractor,2024-11-01,Project Vega,Non-Billable,87.8
EMP00138,Senior Analyst,Part-time,2024-11-01,Project Vega,Non-Billable,32.3
EMP00331,Senior Analyst,Permanent,2024-11-01,Project Aurora,Billable,42.5
EMP00312,Analyst,Fixed-term,2024-11-01,Project Atlas,Billable,124.2
EMP00160,Junior,Contractor,2024-11-01,Project Atlas,Non-Billable,45.9
EMP00293,Manager,Fixed-term,2024-11-01,Project Aurora,Non-Billable,74.5
EMP00297,Junior,Permanent,2024-11-01,Project Vega,Non-Billable,108.4
EMP00044,Director,Permanent,2024-11-01,Project Orion,Non-Billable,93.5
EMP00148,Junior,Permanent,2024-11-01,Project Nova,Non-Billable,101.6
EMP00124,Analyst,Permanent,2024-11-01,Project Atlas,Non-Billable,63.2
EMP00134,Analyst,Permanent,2024-11-01,Project Orion,Non-Billable,186.2
EMP00302,Junior,Fixed-term,2024-11-01,Project Zenith,Annual Leave,13.5
EMP00225,Senior Analyst,Permanent,2024-11-01,Project Vega,Billable,74.2
EMP00191,Intern,Freelancer,2024-11-01,Project Orion,Non-Billable,82.7
EMP00133,Analyst,Freelancer,2024-11-01,Project Zenith,Billable,41.9
EMP00299,Senior Analyst,Fixed-term,2024-11-01,Project Nova,Non-Billable,128.0
EMP00224,Senior Manager,Fixed-term,2024-11-01,Project Falcon,Non-Billable,173.6
EMP00288,Junior,Permanent,2024-11-01,Project Zenith,Annual Leave,26.1
EMP00033,Director,Fixed-term,2024-11-01,Project Horizon,Billable,61.6
EMP00066,Senior Analyst,Permanent,2024-11-01,Project Falcon,Non-Billable,132.1
EMP00043,Intern,Contractor,2024-11-01,Project Falcon,Non-Billable,91.6
EMP00006,Analyst,Contractor,2024-11-01,Project Zenith,Non-Billable,103.5
EMP00255,Analyst,Freelancer,2024-11-01,Project Nova,Non-Billable,69.9
EMP00076,Intern,Permanent,2024-11-01,Project Titan,Billable,59.1
EMP00285,Analyst,Fixed-term,2024-11-01,Project Aurora,Annual Leave,40.0
EMP00198,Senior Manager,Freelancer,2024-11-01,Project Atlas,Non-Billable,134.4
EMP00172,Senior Analyst,Part-time,2024-11-01,project zenith,Non-Billable,95.2
EMP00217,Analyst,Permanent,2024-11-01,Project Falcon,Non-Billable,177.3
EMP00271,Senior Analyst,Permanent,2024-11-01,project aurora,Non-Billable,167.0
EMP00067,Manager,Part-time,2024-11-01,Project Vega,Non-Billable,92.0
EMP00119,Senior Analyst,Part-time,2024-11-01,Project Horizon,Billable,25.1
EMP00083,Intern,Permanent,2024-11-01,Project Nimbus,Non-Billable,96.7
EMP00196,Analyst,Part-time,2024-11-01,Project Orion,Non-Billable,54.9
EMP00049,Senior Manager,Fixed-term,2024-11-01,Project Vega,Non-Billable,34.1
EMP00043,Intern,Contractor,2024-11-01,Project Falcon,Billable,64.1
EMP00316,Analyst,Permanent,2024-11-01,Project Titan,Non-Billable,166.7
EMP00011,Executive,Permanent,2024-11-01,Project Falcon,Non-Billable,69.5
EMP00098,Intern,Fixed-term,2024-11-01,Project Atlas,Non-Billable,38.2
EMP00077,Senior Analyst,Fixed-term,2024-11-01,Project Horizon,Non-Billable,146.4
EMP00030,Manager,Permanent,2024-11-01, Project Aurora,Non-Billable,112.4
EMP00086,Senior Analyst,Part-time,2024-11-01,Project Falcon,Billable,27.9
EMP00321,Manager,Part-time,2024-11-01,Project Zenith,Billable,25.5
EMP00130,Junior,Permanent,2024-11-01,Project Nova,Non-Billable,94.9
EMP00268,Senior Analyst,Permanent,2024-11-01,Project Horizon,Billable,41.5
EMP00021,Senior Analyst,Fixed-term,2024-11-01,Project Horizon,Billable,111.9
EMP00319,Analyst,Permanent,2024-12-01,Project Titan,Annual Leave,20.1
EMP00167,Junior,Permanent,2024-12-01,Project Nimbus,Non-Billable,149.0
EMP00153,Analyst,Part-time,2024-12-01,Project Zenith,Billable,23.7
EMP00308,Senior Analyst,Part-time,2024-12-01,Project Orion,Annual Leave,9.1
EMP00188,Analyst,Fixed-term,2024-12-01,,Maternity Leave,24.8
EMP00264,Junior,Part-time,2024-12-01,Project Orion,Annual Leave,12.4
EMP00270,Senior Analyst,Contractor,2024-12-01,Project Nimbus,Billable,59.2
EMP00070,Junior,Permanent,2024-12-01,Project Nimbus,Non-Billable,71.0
EMP00057,Intern,Part-time,2024-12-01,Project Nova,Annual Leave,36.5
EMP00102,Analyst,Contractor,2024-12-01,Project Vega,Non-Billable,96.4
EMP00155,Junior,Permanent,2024-12-01,Project Vega,Non-Billable,88.0
EMP00273,Junior,Fixed-term,2024-12-01,Project Falcon,Non-Billable,36.6
EMP00126,Senior Manager,Part-time,2024-12-01,Project Vega,Annual Leave,27.6
EMP00138,Senior Analyst,Part-time,2024-12-01,Project Vega,Annual Leave,12.8
EMP00339,Manager,Contractor,2024-12-01,Project Nova,Non-Billable,125.2
EMP00140,Intern,Permanent,2024-12-01,Project Aurora,Billable,83.6
EMP00247,Junior,Fixed-term,2024-12-01,Project Titan,Billable,73.0
EMP00213,Senior Analyst,Permanent,2024-12-01,Project Horizon,Annual Leave,17.6
EMP00337,Senior Manager,Permanent,2024-12-01,Project Falcon,Non-Billable,127.3
EMP00205,Manager,Permanent,2024-12-01,Project Atlas,Annual Leave,16.2
EMP00204,Junior,Permanent,2024-12-01,Project Zenith,Annual Leave,8.7
EMP00319,Analyst,Permanent,2024-12-01,Project Titan,Non-Billable,147.1
EMP00271,Senior Analyst,Permanent,2024-12-01,Project Aurora,Annual Leave,29.3
EMP00069,Senior Manager,Fixed-term,2024-12-01,Project Titan,Non-Billable,90.4
EMP00299,Senior Analyst,Fixed-term,2024-12-01,Project Nova,Non-Billable,110.9
EMP00040,Senior Analyst,Permanent,2024-12-01,Project Zenith,Billable,42.8
EMP00242,Intern,Permanent,2024-12-01,Project Nova,Annual Leave,28.5
EMP00204,Junior,Permanent,2024-12-01,Project Zenith,Billable,71.3
EMP00022,Analyst,Permanent,2024-12-01,Project Orion,Billable,38.2
EMP00124,Analyst,Permanent,2024-12-01,Project Atlas,Non-Billable,76.1
EMP00028,Analyst,Permanent,2024-12-01,Project Vega,Annual Leave,21.0
EMP00281,Analyst,Permanent,2024-12-01,Project Falcon,Billable,53.9
EMP00263,Analyst,Part-time,2024-12-01,Project Zenith,Billable,29.9
EMP00165,Executive,Permanent,2024-12-01,Project Orion,Non-Billable,84.8
EMP00029,Manager,Permanent,2024-12-01,Project Nimbus,Billable,48.4
EMP00289,Junior,Fixed-term,2024-12-01,Project Nova,Non-Billable,145.2
EMP00335,Senior Analyst,Permanent,2024-12-01,Project Falcon,Billable,69.7
EMP00245,Senior Analyst,Fixed-term,2024-12-01,Project Falcon,Annual Leave,10.2
EMP00270,Senior Analyst,Contractor,2024-12-01,Project Nimbus,Annual Leave,14.9
EMP00270,Senior Analyst,Contractor,2024-12-01,Project Nimbus,Non-Billable,72.5
EMP00101,Manager,Permanent,2024-12-01,Project Zenith,Non-Billable,140.8
EMP00282,Analyst,Fixed-term,2024-12-01,Project Aurora,Billable,52.3
EMP00146,Analyst,Permanent,2024-12-01,Project Aurora,Annual Leave,26.6
EMP00007,Junior,Permanent,2024-12-01,Project Vega,Non-Billable,149.6
EMP00174,Intern,Permanent,2024-12-01,Project Aurora,Non-Billable,71.5
EMP00306,Junior,Permanent,2024-12-01,Project Vega,Non-Billable,158.0
EMP00332,Senior Analyst,Permanent,2024-12-01,Project Falcon,Billable,-72.8
EMP00201,Analyst,Permanent,2024-12-01,Project Falcon,Billable,44.5
EMP00162,Manager,Freelancer,2024-12-01,Project Orion,Annual Leave,24.4
EMP00324,Junior,Permanent,2024-12-01,Project Falcon,Billable,33.6
EMP00231,Intern,Fixed-term,2024-12-01,Project Atlas,Annual Leave,16.4
EMP00311,Analyst,Permanent,2024-12-01,Project Nimbus,Non-Billable,167.9
EMP00163,Senior Analyst,Part-time,2024-12-01,Project Aurora,Non-Billable,68.1
EMP00268,Senior Analyst,Permanent,2024-12-01,Project Horizon,Billable,32.4
EMP00024,Intern,Freelancer,2024-12-01,Project Zenith,Annual Leave,38.3
EMP00272,Senior Analyst,Contractor,2024-12-01,Project Zenith,Non-Billable,73.4
EMP00024,Intern,Freelancer,2024-12-01,Project Zenith,Billable,64.6
EMP00086,Senior Analyst,Part-time,2024-12-01,Project Falcon,Annual Leave,30.7
EMP00291,Analyst,Fixed-term,2024-12-01,Project Horizon,Annual Leave,26.5
EMP00064,Senior Analyst,Permanent,2024-12-01,Project Nimbus,Non-Billable,49.9
EMP00211,Manager,Fixed-term,2024-12-01,Project Orion,Annual Leave,30.6
EMP00331,Senior Analyst,Permanent,2024-12-01,Project Aurora,Annual Leave,37.7
EMP00224,Senior Manager,Fixed-term,2024-12-01,Project Falcon,Non-Billable,136.6
EMP00282,Analyst,Fixed-term,2024-12-01,Project Aurora,Annual Leave,38.1
EMP00311,Analyst,Permanent,2024-12-01,Project Nimbus,Annual Leave,10.3
EMP00328,Analyst,Permanent,2024-12-01,Project Falcon,Annual Leave,14.7
EMP00298,Junior,Freelancer,2024-12-01,Project Atlas,Non-Billable,74.3
EMP00026,Analyst,Permanent,2024-12-01,Project Nimbus,Non-Billable,123.2
EMP00238,Intern,Permanent,2024-12-01,Project Nova,Billable,79.9
EMP00080,Analyst,Part-time,2024-12-01,Project Nova,Non-Billable,24.2
EMP00186,Junior,Part-time,2024-12-01,Project Orion,Non-Billable,55.0
EMP00291,Analyst,Fixed-term,2024-12-01,Project Horizon,Non-Billable,77.1
EMP00011,Executive,Permanent,2024-12-01,Project Falcon,Annual Leave,15.6
EMP00261,Analyst,Part-time,2024-12-01,Project Titan,Non-Billable,52.4
EMP00266,Manager,Fixed-term,2024-12-01,Project Orion,Annual Leave,38.0
EMP00326,Manager,Permanent,2024-12-01,Project Falcon,Annual Leave,31.1
EMP00005,Intern,Permanent,2024-12-01,Project Zenith,Billable,47.6
EMP00220,Analyst,Contractor,2024-12-01,Project Titan,Annual Leave,33.7
EMP00264,Junior,Part-time,2024-12-01,Project Orion,Billable,27.8
EMP00309,Manager,Permanent,2024-12-01,Project Nova,Annual Leave,24.2
EMP00044,Director,Permanent,2024-12-01,Project Orion,Annual Leave,31.7
EMP00186,Junior,Part-time,2024-12-01,Project Orion,Annual Leave,39.5
EMP00100,Junior,Freelancer,2024-12-01,Project Titan,Non-Billable,97.2
EMP00093,Analyst,Fixed-term,2024-12-01,Project Orion,Non-Billable,81.0
EMP00014,Senior Manager,Contractor,2024-12-01,Project Horizon,Billable,57.1
EMP00020,Senior Manager,Permanent,2024-12-01,Project Horizon,Annual Leave,24.5
EMP00078,Analyst,Contractor,2024-12-01,Project Aurora,Billable,43.1
EMP00048,Intern,Permanent,2024-12-01,Project Atlas,Non-Billable,57.1
EMP00247,Junior,Fixed-term,2024-12-01,Project Titan,Non-Billable,92.6
EMP00316,Analyst,Permanent,2024-12-01,Project Titan,Annual Leave,30.6
EMP00149,Senior Analyst,Permanent,2024-12-01,Project Falcon,Non-Billable,146.6
EMP00308,Senior Analyst,Part-time,2024-12-01,Project Orion,Billable,24.2
EMP00187,Analyst,Permanent,2024-12-01,Project Orion,Non-Billable,68.1
EMP00080,Analyst,Part-time,2024-12-01,Project Nova,Billable,53.2
EMP00074,Junior,Permanent,2024-12-01,Project Horizon,Annual Leave,19.5
EMP00169,Analyst,Fixed-term,2024-12-01,Project Falcon,Annual Leave,20.9
EMP00339,Manager,Contractor,2024-12-01,Project Nova,Annual Leave,24.9
EMP00252,Intern,Part-time,2024-12-01,Project Titan,Non-Billable,80.6
EMP00134,Analyst,Permanent,2024-12-01,Project Orion,Non-Billable,136.7
EMP00150,Senior Manager,Fixed-term,2024-12-01,Project Atlas,Billable,71.5
EMP00324,Junior,Permanent,2024-12-01,Project Falcon,Non-Billable,101.3
EMP00335,Senior Analyst,Permanent,2024-12-01,Project Falcon,Annual Leave,17.7
EMP00087,Analyst,Contractor,2024-12-01,Project Atlas,Non-Billable,92.8
EMP00135,Senior Analyst,Fixed-term,2024-12-01,Project Horizon,Annual Leave,31.3
EMP00036,Senior Manager,Permanent,2024-12-01,Project Nimbus,Billable,90.6
EMP00034,Senior Manager,Permanent,2024-12-01,Project Atlas,Annual Leave,36.4
EMP00165,Executive,Permanent,2024-12-01,Project Orion,Billable,66.2
EMP00284,Analyst,Permanent,2024-12-01,Project Falcon,Billable,96.6
EMP00261,Analyst,Part-time,2024-12-01,Project Titan,Annual Leave,23.9
EMP00030,Manager,Permanent,2024-12-01,Project Aurora,Billable,69.5
EMP00185,Junior,Part-time,2024-12-01,Project Horizon,Billable,25.2
EMP00056,Analyst,Permanent,2024-12-01,Project Aurora,Billable,48.3
EMP00325,Director,Fixed-term,2024-12-01,PROJECT FALCON,Annual Leave,25.7
EMP00093,Analyst,Fixed-term,2024-12-01,Project Orion,Billable,69.2
EMP00288,Junior,Permanent,2024-12-01,Project Zenith,Non-Billable,106.2
EMP00056,Analyst,Permanent,2024-12-01,Project Aurora,Non-Billable,111.1
EMP00136,Senior Analyst,Fixed-term,2024-12-01,Project Orion,Non-Billable,132.5
EMP00083,Intern,Permanent,2024-12-01,Project Nimbus,Billable,63.1
EMP00332,Senior Analyst,Permanent,2024-12-01,Project Falcon,Annual Leave,9.7
EMP00256,Manager,Part-time,2024-12-01,Project Atlas,Non-Billable,71.2
EMP00321,Manager,Part-time,2024-12-01,Project Zenith,Annual Leave,14.7
EMP00338,Intern,Contractor,2024-12-01,Project Nova,Billable,52.8
EMP00235,Analyst,Fixed-term,2024-12-01,Project Falcon,Billable,41.2
EMP00124,Analyst,Permanent,2024-12-01,Project Atlas,Billable,69.1
EMP00094,Senior Analyst,Contractor,2024-12-01,Project Vega,Non-Billable,87.7
EMP00265,Intern,Permanent,2024-12-01,Project Zenith,Non-Billable,92.5
EMP00029,Manager,Permanent,2024-12-01,Project Nimbus,Annual Leave,27.8
EMP00005,Intern,Permanent,2024-12-01,Project Zenith,Non-Billable,116.0
EMP00185,Junior,Part-time,2024-12-01,Project Horizon,Non-Billable,40.4
EMP00200,Senior Manager,Fixed-term,2024-12-01,Project Vega,Non-Billable,73.1
EMP00043,Intern,Contractor,2024-12-01,Project Falcon,Billable,64.8
EMP00033,Director,Fixed-term,2024-12-01,Project Horizon,Billable,55.4
EMP00175,Manager,Permanent,2024-12-01,Project Atlas,Annual Leave,15.5
EMP00194,Analyst,Freelancer,2024-12-01,Project Vega,Billable,41.9
EMP00055,Senior Manager,Fixed-term,2024-12-01,Project Atlas,Non-Billable,79.9
EMP00050,Manager,Freelancer,2024-12-01,Project Vega,Non-Billable,107.8
EMP00200,Senior Manager,Fixed-term,2024-12-01,Project Vega,Billable,55.9
EMP00160,Junior,Contractor,2024-12-01,Project Atlas,Billable,89.2
EMP00148,Junior,Permanent,2024-12-01,Project Nova,Annual Leave,31.8
EMP00163,Senior Analyst,Part-time,2024-12-01,,Paternity Leave,29.8
EMP00132,Junior,Fixed-term,2024-12-01,Project Nimbus,Non-Billable,149.8
EMP00185,Junior,Part-time,2024-12-01,Project Horizon,Annual Leave,30.4
EMP00214,Senior Analyst,Freelancer,2024-12-01,Project Orion,Billable,26.5
EMP00083,Intern,Permanent,2024-12-01,Project Nimbus,Non-Billable,84.4
EMP00154,Junior,Part-time,2024-12-01,Project Nimbus,Billable,34.7
EMP00138,Senior Analyst,Part-time,2024-12-01,Project Vega,Billable,37.5
EMP00142,Analyst,Permanent,2024-12-01,Project Falcon,Annual Leave,14.0
EMP00206,Senior Analyst,Part-time,2024-12-01,Project Nimbus,Billable,22.6
EMP00229,Intern,Contractor,2024-12-01,Project Aurora,Annual Leave,23.9
EMP00040,Senior Analyst,Permanent,2024-12-01,Project Zenith,Non-Billable,97.4
EMP00199,Junior,Fixed-term,2024-12-01,Project Titan,Annual Leave,25.9
EMP00132,Junior,Fixed-term,2024-12-01,Project Nimbus,Annual Leave,20.4
EMP00202,Junior,Permanent,2024-12-01,Project Atlas,Annual Leave,35.2
EMP00322,Senior Analyst,Part-time,2024-12-01,Project Vega,Billable,28.4
EMP00285,Analyst,Fixed-term,2024-12-01,Project Aurora,Annual Leave,31.2
EMP00189,Senior Analyst,Part-time,2024-12-01,Project Nimbus,Billable,31.6
EMP00063,Junior,Permanent,2024-12-01,Project Falcon,Non-Billable,74.0
EMP00233,Junior,Permanent,2024-12-01,Project Orion,Billable,37.2
EMP00023,Junior,Permanent,2024-12-01,Project Aurora,Annual Leave,30.0
EMP00021,Senior Analyst,Fixed-term,2024-12-01,,Non-Billable,50.1
EMP00056,Analyst,Permanent,2024-12-01,Project Aurora,Annual Leave,11.1
EMP00069,Senior Manager,Fixed-term,2024-12-01,Project Titan,Billable,58.1
EMP00045,Analyst,Fixed-term,2024-12-01,Project Atlas,Billable,61.5
EMP00240,Senior Analyst,Permanent,2024-12-01,Project Titan,Non-Billable,41.1
EMP00245,Senior Analyst,Fixed-term,2024-12-01,Project Falcon,Non-Billable,30.8
EMP00187,Analyst,Permanent,2024-12-01,Project Orion,Annual Leave,15.2
EMP00117,Intern,Fixed-term,2024-12-01,Project Horizon,Annual Leave,31.6
EMP00104,Junior,Permanent,2024-12-01,Project Falcon,Non-Billable,83.7
EMP00301,Analyst,Freelancer,2024-12-01,Project Vega,Annual Leave,33.8
EMP00240,Senior Analyst,Permanent,2024-12-01,Project Titan,Annual Leave,28.7
EMP00258,Senior Manager,Permanent,2024-12-01,Project Vega,Billable,72.6
EMP00066,Senior Analyst,Permanent,2024-12-01,Project Falcon,Non-Billable,94.4
EMP00275,Junior,Part-time,2024-12-01,Project Atlas,Billable,27.1
EMP00328,Analyst,Permanent,2024-12-01,Project Falcon,Billable,67.2
EMP00160,Junior,Contractor,2024-12-01,,Paternity Leave,23.8
EMP00239,Analyst,Freelancer,2024-12-01,Project Vega,Non-Billable,33.4
EMP00140,Intern,Permanent,2024-12-01,Project Aurora,Non-Billable,72.9
EMP00009,Manager,Freelancer,2024-12-01,Project Nova,Non-Billable,39.2
EMP00086,Senior Analyst,Part-time,2024-12-01,Project Falcon,Non-Billable,41.9
EMP00154,Junior,Part-time,2024-12-01,Project Nimbus,Annual Leave,10.6
EMP00096,Senior Analyst,Contractor,2024-12-01,Project Zenith,Billable,72.2
EMP00249,Junior,Permanent,2024-12-01,Project Horizon,Annual Leave,14.6
EMP00009,Manager,Freelancer,2024-12-01,Project Nova,Annual Leave,9.5
EMP00016,Junior,Permanent,2024-12-01,Project  Horizon,Billable,75.4
EMP00211,Manager,Fixed-term,2024-12-01,Project Orion,Billable,60.9
EMP00306,Junior,Permanent,2024-12-01,,Paternity Leave,17.6
EMP00103,Director,Fixed-term,2024-12-01,Project Nova,Non-Billable,39.0
EMP00022,Analyst,Permanent,2024-12-01,Project Orion,Non-Billable,100.8
EMP00202,Junior,Permanent,2024-12-01,Project Atlas,Billable,49.5
EMP00294,Senior Manager,Permanent,2024-12-01,Project Nova,Non-Billable,29.6
EMP00233,Junior,Permanent,2024-12-01,Project Orion,Annual Leave,20.7
EMP00020,Senior Manager,Permanent,2024-12-01,Project Horizon,Billable,60.0
EMP00304,Senior Manager,Permanent,2024-12-01,Project Horizon,Non-Billable,86.6
EMP00232,Analyst,Permanent,2024-12-01,Project Falcon,Annual Leave,32.9
EMP00105,Junior,Permanent,2024-12-01,Project Aurora,Annual Leave,20.6
EMP00064,Senior Analyst,Permanent,2024-12-01,Project Nimbus,Annual Leave,12.0
EMP00297,Junior,Permanent,2024-12-01,Project Vega,Billable,49.6
EMP00140,Intern,Permanent,2024-12-01,Project Aurora,Annual Leave,15.1
EMP00146,Analyst,Permanent,2024-12-01,Project Aurora,Non-Billable,45.7
EMP00101,Manager,Permanent,2024-12-01,,Maternity Leave,34.0
EMP00012,Analyst,Fixed-term,2024-12-01,Project Nimbus,Non-Billable,91.5
EMP00007,Junior,Permanent,2024-12-01,Project Vega,Annual Leave,16.0
EMP00109,Manager,Permanent,2024-12-01,Project Nimbus,Non-Billable,87.2
EMP00077,Senior Analyst,Fixed-term,2024-12-01,Project Horizon,Non-Billable,155.7
EMP00307,Analyst,Part-time,2024-12-01,Project Horizon,Non-Billable,47.4
EMP00148,Junior,Permanent,2024-12-01,Project Nova,Billable,58.6
EMP00023,Junior,Permanent,2024-12-01,Project Aurora,Billable,71.7
EMP00195,Junior,Permanent,2024-12-01,Project Titan,Annual Leave,27.6
EMP00082,Analyst,Permanent,2024-12-01,Project Nimbus,Non-Billable,148.6
EMP00087,Analyst,Contractor,2024-12-01,Project Atlas,Billable,53.1
EMP00310,Senior Analyst,Fixed-term,2024-12-01,Project Atlas,Non-Billable,155.1
EMP00294,Senior Manager,Permanent,2024-12-01,Project Nova,Annual Leave,38.1
EMP00031,Manager,Contractor,2024-12-01,Project Nimbus,Billable,52.6
EMP00226,Senior Analyst,Part-time,2024-12-01,Project Vega,Annual Leave,30.0
EMP00291,Analyst,Fixed-term,2024-12-01,Project Horizon,Billable,56.3
EMP00058,Manager,Freelancer,2024-12-01,Project Zenith,Billable,48.1
EMP00110,Junior,Part-time,2024-12-01,Project Horizon,Billable,27.7
EMP00104,Junior,Permanent,2024-12-01,Project Falcon,Billable,59.2
EMP00250,Senior Manager,Fixed-term,2024-12-01,Project Zenith,Billable,65.4
EMP00254,Manager,Freelancer,2024-12-01,Project Orion,Non-Billable,70.2
EMP00019,Senior Analyst,Permanent,2024-12-01,Project Zenith,Annual Leave,26.9
EMP00128,Manager,Fixed-term,2024-12-01,Project Vega,Non-Billable,98.1
EMP00184,Junior,Permanent,2024-12-01,Project Falcon,Billable,53.0
EMP00233,Junior,Permanent,2024-12-01,Project Orion,Non-Billable,96.8
EMP00126,Senior Manager,Part-time,2024-12-01,Project Vega,Billable,34.3
EMP00179,Analyst,Part-time,2024-12-01,Project Nimbus,Annual Leave,28.6
EMP00014,Senior Manager,Contractor,2024-12-01,Project Horizon,Annual Leave,32.2
EMP00012,Analyst,Fixed-term,2024-12-01,Project Nimbus,Annual Leave,38.9
EMP00006,Analyst,Contractor,2024-12-01,Project Zenith,Billable,62.9
EMP00055,Senior Manager,Fixed-term,2024-12-01,Project Atlas,Annual Leave,26.3
EMP00075,Analyst,Permanent,2024-12-01,Project Atlas,Annual Leave,38.9
EMP00042,Junior,Permanent,2024-12-01,Project Zenith,Annual Leave,21.7
EMP00255,Analyst,Freelancer,2024-12-01,Project Nova,Annual Leave,29.4
EMP00293,Manager,Fixed-term,2024-12-01,Project Aurora,Non-Billable,84.2
EMP00293,Manager,Fixed-term,2024-12-01,Project Aurora,Annual Leave,25.9
EMP00263,Analyst,Part-time,2024-12-01,Project Zenith,Annual Leave,11.5
EMP00162,Manager,Freelancer,2024-12-01,Project Orion,Non-Billable,103.4
EMP00150,Senior Manager,Fixed-term,2024-12-01,Project Atlas,Annual Leave,12.5
EMP00199,Junior,Fixed-term,2024-12-01,Project Titan,Non-Billable,85.9
EMP00041,Intern,Permanent,2024-12-01,Project Vega,Non-Billable,153.5
EMP00256,Manager,Part-time,2024-12-01,Project Atlas,Annual Leave,25.8
EMP00252,Intern,Part-time,2024-12-01,Project Titan,Annual Leave,14.0
EMP00275,Junior,Part-time,2024-12-01,Project Atlas,Non-Billable,44.4
EMP00124,Analyst,Permanent,2024-12-01,Project Atlas,Annual Leave,27.3
EMP00021,Senior Analyst,Fixed-term,2024-12-01,Project Horizon,Annual Leave,25.6
EMP00267,Intern,Freelancer,2024-12-01,Project Atlas ,Billable,51.5
EMP00135,Senior Analyst,Fixed-term,2024-12-01,Project Horizon,Non-Billable,60.2
EMP00284,Analyst,Permanent,2024-12-01,Project Falcon,Annual Leave,29.5
EMP00052,Analyst,Freelancer,2024-12-01,Project Falcon,Billable,58.0
EMP00091,Senior Analyst,Permanent,2024-12-01,Project Nova,Annual Leave,30.4
EMP00047,Senior Analyst,Part-time,2024-12-01,Project Zenith,Annual Leave,30.2
EMP00246,Manager,Part-time,2024-12-01,Project Zenith,Billable,51.1
EMP00050,Manager,Freelancer,2024-12-01,Project Vega,Annual Leave,10.6
EMP00005,Intern,Permanent,2024-12-01,Project Zenith,Annual Leave,13.9
EMP00110,Junior,Part-time,2024-12-01,Project Horizon,Non-Billable,49.7
EMP00067,Manager,Part-time,2024-12-01,Project Vega,Annual Leave,22.8
EMP00266,Manager,Fixed-term,2024-12-01,Project Orion,Non-Billable,75.7
EMP00222,Senior Analyst,Permanent,2024-12-01,Project Vega,Annual Leave,33.9
EMP00159,Junior,Permanent,2024-12-01,Project Vega,Annual Leave,33.9
EMP00151,Analyst,Fixed-term,2024-12-01,Project Vega,Non-Billable,65.0
EMP00250,Senior Manager,Fixed-term,2024-12-01,Project Zenith,Non-Billable,97.9
EMP00018,Manager,Fixed-term,2024-12-01,Project Horizon,Billable,69.0
EMP00318,Junior,Contractor,2024-12-01,Project Nimbus,Non-Billable,143.3
EMP00031,Manager,Contractor,2024-12-01,Project Nimbus,Non-Billable,57.5
EMP00168,Junior,Permanent,2024-12-01,Project Atlas,Non-Billable,149.1
EMP00286,Analyst,Fixed-term,2024-12-01,Project Nimbus,Non-Billable,89.4
EMP00212,Junior,Fixed-term,2024-12-01,Project Vega,Annual Leave,12.6
EMP00116,Manager,Fixed-term,2024-12-01,Project Zenith,Annual Leave,35.3
EMP00155,Junior,Permanent,2024-12-01,Project Vega,Billable,62.4
EMP00299,Senior Analyst,Fixed-term,2024-12-01,Project Nova,Billable,40.7
EMP00143,Analyst,Permanent,2024-12-01,Project Orion,Billable,47.9
EMP00032,Manager,Contractor,2024-12-01,Project Atlas,Annual Leave,37.4
EMP00041,Intern,Permanent,2024-12-01,,Paternity Leave,24.8
EMP00008,Director,Permanent,2024-12-01,Project Nimbus,Billable,68.0
EMP00176,Senior Manager,Freelancer,2024-12-01,Project Nova,Non-Billable,73.1
EMP00090,Director,Permanent,2024-12-01,Project Nova,Billable,61.0
EMP00172,Senior Analyst,Part-time,2024-12-01,Project Zenith,Annual Leave,12.3
EMP00121,Senior Analyst,Contractor,2024-12-01,Project Nimbus,Annual Leave,32.4
EMP00280,Manager,Permanent,2024-12-01,Project Orion,Non-Billable,143.7
EMP00212,Junior,Fixed-term,2024-12-01,Project Vega,Billable,48.7
EMP00215,Junior,Contractor,2024-12-01,Project Zenith,Annual Leave,30.2
EMP00134,Analyst,Permanent,2024-12-01,Project Orion,Annual Leave,23.9
EMP00102,Analyst,Contractor,2024-12-01,Project Vega,Annual Leave,19.4
EMP00251,Director,Fixed-term,2024-12-01,Project Falcon,Billable,74.7
EMP00238,Intern,Permanent,2024-12-01,Project Nova,Annual Leave,11.9
EMP00159,Junior,Permanent,2024-12-01,Project Vega,Non-Billable,92.6
EMP00248,Analyst,Contractor,2024-12-01,Project Nova,Billable,53.3
EMP00225,Senior Analyst,Permanent,2024-12-01,Project Vega,Annual Leave,24.6
EMP00083,Intern,Permanent,2024-12-01,Project Nimbus,Annual Leave,25.0
EMP00331,Senior Analyst,Permanent,2024-12-01,Project Aurora,Billable,41.2
EMP00265,Intern,Permanent,2024-12-01,Project Zenith,Annual Leave,39.3
EMP00109,Manager,Permanent,2024-12-01,Project Nimbus,Annual Leave,34.8
EMP00214,Senior Analyst,Freelancer,2024-12-01,Project Orion,Annual Leave,39.5
EMP00200,Senior Manager,Fixed-term,2024-12-01,Project Vega,Annual Leave,23.4
EMP00066,Senior Analyst,Permanent,2024-12-01,Project Falcon,Billable,39.9
EMP00300,Analyst,Fixed-term,2024-12-01,Project Nimbus,Annual Leave,35.5
